ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10770957,HZ536496,12/01/2016 07:00:00 AM,119XX S CALUMET AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0532,005,9,53,07,1180370,1825907,2016,12/08/2016 03:55:45 PM,41.677546444,-87.615422396,"(41.677546444, -87.615422396)"
10770816,HZ536170,12/01/2016 07:00:00 AM,046XX S ALBANY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0922,009,14,58,14,1156484,1873693,2016,12/08/2016 03:55:45 PM,41.809191972,-87.701569151,"(41.809191972, -87.701569151)"
10770576,HZ535941,12/01/2016 07:00:00 AM,055XX W MONROE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1522,015,29,25,06,1139512,1899113,2016,12/08/2016 03:55:45 PM,41.879273685,-87.763201338,"(41.879273685, -87.763201338)"
10770509,HZ535569,12/01/2016 07:15:00 AM,038XX W GLADYS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1133,011,24,26,08B,1150844,1898081,2016,12/08/2016 03:55:45 PM,41.876227655,-87.721618728,"(41.876227655, -87.721618728)"
10770504,HZ535675,12/01/2016 07:15:00 AM,077XX S TRUMBULL AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0835,008,18,70,03,1154720,1853138,2016,12/08/2016 03:55:45 PM,41.752821376,-87.708586987,"(41.752821376, -87.708586987)"
10770087,HZ535515,12/01/2016 07:15:00 AM,013XX S KOLIN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,1011,010,24,29,14,1147596,1893463,2016,12/08/2016 03:55:45 PM,41.863618211,-87.733662837,"(41.863618211, -87.733662837)"
10770139,HZ535522,12/01/2016 07:20:00 AM,077XX S CHRISTIANA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0835,008,18,70,07,1155394,1853029,2016,12/08/2016 03:55:45 PM,41.752508806,-87.706119935,"(41.752508806, -87.706119935)"
10771020,HZ536507,12/01/2016 07:30:00 AM,052XX S KNOX AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0815,008,23,56,05,1146245,1869571,2016,12/08/2016 03:55:45 PM,41.798080972,-87.739228884,"(41.798080972, -87.739228884)"
10770974,HZ536498,12/01/2016 07:30:00 AM,040XX W 115TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,2211,022,19,74,14,1151300,1828012,2016,12/08/2016 03:55:45 PM,41.683938411,-87.721774124,"(41.683938411, -87.721774124)"
10770906,HZ536184,12/01/2016 07:30:00 AM,041XX N DRAKE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1723,017,33,16,05,1151981,1927372,2016,12/08/2016 03:55:45 PM,41.956582463,-87.716670724,"(41.956582463, -87.716670724)"
10770805,HZ536324,12/01/2016 07:30:00 AM,064XX N GREENVIEW AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,2432,024,40,1,05,1165099,1943085,2016,12/08/2016 03:55:45 PM,41.999430307,-87.667996784,"(41.999430307, -87.667996784)"
10770161,HZ535535,12/01/2016 07:30:00 AM,043XX W 81ST ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,false,false,0834,008,13,70,07,1148935,1850242,2016,12/08/2016 03:55:45 PM,41.744987561,-87.729861403,"(41.744987561, -87.729861403)"
10770146,HZ535545,12/01/2016 07:30:00 AM,051XX N SPRINGFIELD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),false,false,1712,017,39,14,14,1149461,1933832,2016,12/08/2016 03:55:45 PM,41.974358544,-87.725766588,"(41.974358544, -87.725766588)"
10770112,HZ535530,12/01/2016 07:40:00 AM,024XX N KEELER AVE,0560,ASSAULT,SIMPLE,ALLEY,false,false,2524,025,31,20,08A,1147974,1915974,2016,12/08/2016 03:55:45 PM,41.925383561,-87.731695747,"(41.925383561, -87.731695747)"
10775619,HZ541876,12/01/2016 07:45:00 AM,0000X W TERMINAL ST,0820,THEFT,$500 AND UNDER,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,false,false,1653,016,41,76,06,1101811,1934419,2016,12/08/2016 03:55:45 PM,41.976762981,-87.900983721,"(41.976762981, -87.900983721)"
10775456,HZ541897,12/01/2016 07:45:00 AM,078XX S INDIANA AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,0623,006,6,69,05,1178952,1853017,2016,12/08/2016 03:55:45 PM,41.751972169,-87.619790333,"(41.751972169, -87.619790333)"
10773687,HZ539004,12/01/2016 07:45:00 AM,034XX N WHIPPLE ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE PORCH/HALLWAY,false,false,1733,017,33,21,14,1155440,1922883,2016,12/08/2016 03:55:45 PM,41.944195344,-87.704075617,"(41.944195344, -87.704075617)"
10770553,HZ535572,12/01/2016 07:45:00 AM,004XX N KEDZIE AVE,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,STREET,false,false,1123,011,28,23,03,1154969,1902645,2016,12/08/2016 03:55:45 PM,41.888670055,-87.706350625,"(41.888670055, -87.706350625)"
10777894,HZ544339,12/01/2016 08:00:00 AM,023XX W JACKSON BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,1225,012,2,28,11,,,2016,12/09/2016 03:49:50 PM,,,
10776603,HZ543177,12/01/2016 08:00:00 AM,030XX E 93RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0424,004,10,46,14,,,2016,12/08/2016 03:55:45 PM,,,
10773407,HZ539558,12/01/2016 08:00:00 AM,064XX N HAMILTON AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,2412,024,50,2,26,1160802,1942743,2016,12/08/2016 03:55:45 PM,41.998582381,-87.683813832,"(41.998582381, -87.683813832)"
10772430,HZ538123,12/01/2016 08:00:00 AM,060XX N CICERO AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,1621,016,39,12,11,1143286,1939589,2016,12/08/2016 03:55:45 PM,41.990274105,-87.748329516,"(41.990274105, -87.748329516)"
10770987,HZ536443,12/01/2016 08:00:00 AM,002XX E 131ST PL,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0533,005,9,54,05,1180361,1818219,2016,12/08/2016 03:55:45 PM,41.656449608,-87.61568967,"(41.656449608, -87.61568967)"
10770895,HZ536373,12/01/2016 08:00:00 AM,045XX N CENTRAL AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1622,016,38,15,05,1138192,1929488,2016,12/08/2016 03:55:45 PM,41.962650054,-87.767312069,"(41.962650054, -87.767312069)"
10770762,HZ535951,12/01/2016 08:00:00 AM,002XX N CLARK ST,0820,THEFT,$500 AND UNDER,CTA TRAIN,false,false,0122,001,42,32,06,1175500,1901787,2016,12/08/2016 03:55:45 PM,41.885879253,-87.630979425,"(41.885879253, -87.630979425)"
10770349,HZ535698,12/01/2016 08:00:00 AM,019XX W LUNT AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2424,024,49,1,06,1162167,1946514,2016,12/08/2016 03:55:45 PM,42.008901585,-87.678686361,"(42.008901585, -87.678686361)"
10770199,HZ535555,12/01/2016 08:00:00 AM,029XX N LONG AVE,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,ALLEY,false,false,2514,025,31,19,07,1139865,1918956,2016,12/08/2016 03:55:45 PM,41.933718743,-87.761419379,"(41.933718743, -87.761419379)"
10770164,HZ535533,12/01/2016 08:05:00 AM,0000X W TERMINAL ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,false,false,1653,016,41,76,26,1101811,1934419,2016,12/08/2016 03:55:45 PM,41.976762981,-87.900983721,"(41.976762981, -87.900983721)"
10774582,HZ535847,12/01/2016 08:10:00 AM,013XX W 109TH PL,0560,ASSAULT,SIMPLE,RESIDENCE-GARAGE,false,false,2234,022,34,75,08A,1169370,1832152,2016,12/08/2016 03:55:45 PM,41.694928219,-87.655506015,"(41.694928219, -87.655506015)"
10770216,HZ535554,12/01/2016 08:12:00 AM,082XX S CHRISTIANA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0834,008,18,70,07,1155483,1849832,2016,12/08/2016 03:55:45 PM,41.743733932,-87.705879218,"(41.743733932, -87.705879218)"
10770160,HZ535561,12/01/2016 08:15:00 AM,014XX S LUMBER ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER RAILROAD PROP / TRAIN DEPOT,false,false,0124,001,2,28,14,1174464,1893104,2016,12/08/2016 03:55:45 PM,41.862075746,-87.635043202,"(41.862075746, -87.635043202)"
10770153,HZ535539,12/01/2016 08:15:00 AM,018XX S KILDARE AVE,0920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,false,false,1012,010,24,29,07,1147918,1890756,2016,12/08/2016 03:55:45 PM,41.856183689,-87.732550319,"(41.856183689, -87.732550319)"
10770255,HZ535590,12/01/2016 08:17:00 AM,030XX W NORTH AVE,0560,ASSAULT,SIMPLE,OTHER,false,false,1421,014,26,23,08A,1155958,1910488,2016,12/08/2016 03:55:45 PM,41.910172065,-87.702506848,"(41.910172065, -87.702506848)"
10770308,HZ535567,12/01/2016 08:25:00 AM,082XX S MARYLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ANIMAL HOSPITAL,false,true,0631,006,8,44,08B,1183336,1850629,2016,12/08/2016 03:55:45 PM,41.74531835,-87.603799307,"(41.74531835, -87.603799307)"
10772372,HZ535626,12/01/2016 08:30:00 AM,0000X E 30TH ST,0810,THEFT,OVER $500,STREET,false,false,0133,001,2,35,06,1177006,1884918,2016,12/08/2016 03:55:45 PM,41.839555672,-87.625959541,"(41.839555672, -87.625959541)"
10771353,HZ536803,12/01/2016 08:30:00 AM,003XX W 100TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0511,005,9,49,14,1175797,1838617,2016,12/08/2016 03:55:45 PM,41.712527911,-87.631782036,"(41.712527911, -87.631782036)"
10770965,HZ535924,12/01/2016 08:30:00 AM,068XX S PERRY AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,false,true,0722,007,6,69,04B,1176579,1859616,2016,12/08/2016 03:55:45 PM,41.770134258,-87.628288054,"(41.770134258, -87.628288054)"
10770695,HZ535910,12/01/2016 08:30:00 AM,033XX W 59TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0822,008,16,66,08B,1155129,1864970,2016,12/08/2016 03:55:45 PM,41.785282055,-87.706772283,"(41.785282055, -87.706772283)"
10770596,HZ535898,12/01/2016 08:30:00 AM,017XX N KARLOV AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2534,025,30,20,08B,1148783,1911184,2016,12/08/2016 03:55:45 PM,41.912223735,-87.728847132,"(41.912223735, -87.728847132)"
10770434,HZ535624,12/01/2016 08:30:00 AM,040XX W WABANSIA AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2534,025,30,23,08B,1149004,1910989,2016,12/08/2016 03:55:45 PM,41.911684359,-87.728040288,"(41.911684359, -87.728040288)"
10770219,HZ535564,12/01/2016 08:30:00 AM,036XX W FLOURNOY ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1133,011,24,27,18,1152226,1896783,2016,12/08/2016 03:55:45 PM,41.87263866,-87.716578706,"(41.87263866, -87.716578706)"
10771602,HZ535803,12/01/2016 08:40:00 AM,021XX E 69TH ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,SIDEWALK,false,false,0331,003,5,43,17,1191485,1859633,2016,12/08/2016 03:55:45 PM,41.769832606,-87.573649116,"(41.769832606, -87.573649116)"
10770366,HZ535595,12/01/2016 08:40:00 AM,078XX S TRUMBULL AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0835,008,18,70,03,1154749,1852188,2016,12/08/2016 03:55:45 PM,41.750213843,-87.708505995,"(41.750213843, -87.708505995)"
10773721,HZ540031,12/01/2016 08:45:00 AM,048XX N Sacramento Ave,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1713,017,33,14,14,1155489,1932216,2016,12/08/2016 03:55:45 PM,41.969804696,-87.703643447,"(41.969804696, -87.703643447)"
10771457,HZ536943,12/01/2016 08:45:00 AM,033XX W 77TH ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0835,008,18,70,03,1155661,1853343,2016,12/08/2016 03:55:45 PM,41.753365127,-87.70513308,"(41.753365127, -87.70513308)"
10770456,HZ535688,12/01/2016 08:45:00 AM,029XX W POLK ST,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",false,false,1135,011,28,27,08B,1156879,1896229,2016,12/08/2016 03:55:45 PM,41.871025414,-87.699510379,"(41.871025414, -87.699510379)"
10770344,HZ535716,12/01/2016 08:45:00 AM,013XX N PULASKI RD,0820,THEFT,$500 AND UNDER,CONVENIENCE STORE,false,false,2534,025,27,23,06,1149466,1908864,2016,12/08/2016 03:55:45 PM,41.905844192,-87.726398267,"(41.905844192, -87.726398267)"
10771871,HZ537565,12/01/2016 08:49:00 AM,010XX N DRAKE AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,false,true,1121,011,27,23,26,1152522,1906621,2016,12/08/2016 03:55:45 PM,41.899629304,-87.715231782,"(41.899629304, -87.715231782)"
10770580,HZ535923,12/01/2016 08:50:00 AM,011XX S MASON AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,1513,015,29,25,08A,1136891,1894452,2016,12/08/2016 03:55:45 PM,41.866530635,-87.772937106,"(41.866530635, -87.772937106)"
10770239,HZ535614,12/01/2016 08:50:00 AM,002XX N KEELER AVE,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,1114,011,28,26,08A,1148358,1900901,2016,12/08/2016 03:55:45 PM,41.884014312,-87.730673844,"(41.884014312, -87.730673844)"
10777343,HZ543966,12/01/2016 09:00:00 AM,001XX N STATE ST,0810,THEFT,OVER $500,SMALL RETAIL STORE,true,false,0111,001,42,32,06,,,2016,12/09/2016 03:47:47 PM,,,
10774179,HZ540430,12/01/2016 09:00:00 AM,010XX W 31ST ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,false,false,0913,009,11,60,11,1169986,1884284,2016,12/08/2016 03:55:45 PM,41.83797168,-87.651738128,"(41.83797168, -87.651738128)"
10774117,HZ540464,12/01/2016 09:00:00 AM,068XX S CLYDE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0331,003,5,43,06,1191392,1859961,2016,12/08/2016 03:55:45 PM,41.770734917,-87.573979392,"(41.770734917, -87.573979392)"
10773744,HZ540070,12/01/2016 09:00:00 AM,093XX S ESCANABA AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0423,004,10,48,05,1197013,1843635,2016,12/08/2016 03:55:45 PM,41.725797125,-87.553917489,"(41.725797125, -87.553917489)"
10772894,HZ538926,12/01/2016 09:00:00 AM,0000X W LAKE ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,0111,001,42,32,06,1176010,1901744,2016,12/08/2016 03:55:45 PM,41.885749789,-87.629107914,"(41.885749789, -87.629107914)"
10772702,HZ538709,12/01/2016 09:00:00 AM,001XX W 66TH ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0722,007,20,69,06,1176355,1861223,2016,12/08/2016 03:55:45 PM,41.774549079,-87.629060903,"(41.774549079, -87.629060903)"
10770926,HZ536071,12/01/2016 09:00:00 AM,015XX S PULASKI RD,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1014,010,24,29,03,1149972,1892051,2016,12/08/2016 03:55:45 PM,41.859697641,-87.724977343,"(41.859697641, -87.724977343)"
10770825,HZ536241,12/01/2016 09:00:00 AM,060XX N RIDGE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,2433,024,40,77,14,1163808,1940051,2016,12/08/2016 03:55:45 PM,41.991132355,-87.672832108,"(41.991132355, -87.672832108)"
10770768,HZ536296,12/01/2016 09:00:00 AM,052XX N NATOMA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),false,false,1613,016,41,10,14,1131253,1934410,2016,12/08/2016 03:55:45 PM,41.976279464,-87.792710398,"(41.976279464, -87.792710398)"
10770426,HZ535808,12/01/2016 09:00:00 AM,003XX W WEBSTER AVE,0880,THEFT,PURSE-SNATCHING,STREET,false,false,1814,018,43,7,06,1173777,1914932,2016,12/08/2016 03:55:45 PM,41.921988331,-87.636914703,"(41.921988331, -87.636914703)"
10770233,HZ535615,12/01/2016 09:01:00 AM,048XX N AVERS AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,true,false,1712,017,39,14,26,1149839,1931914,2016,12/08/2016 03:55:45 PM,41.96908806,-87.724426691,"(41.96908806, -87.724426691)"
10770601,HZ535937,12/01/2016 09:15:00 AM,001XX W WACKER DR,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,false,false,0122,001,42,32,11,1175349,1902127,2016,12/08/2016 03:55:45 PM,41.886815622,-87.631523712,"(41.886815622, -87.631523712)"
10770342,HZ535612,12/01/2016 09:19:00 AM,0000X W 103RD ST,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,true,false,0511,005,9,49,26,1177986,1836679,2016,12/08/2016 03:55:45 PM,41.707160552,-87.623823775,"(41.707160552, -87.623823775)"
10771499,HZ536902,12/01/2016 09:30:00 AM,002XX N OGDEN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT/GARAGE(NON.RESID.),false,false,1215,012,27,28,14,1166972,1901813,2016,12/08/2016 03:55:45 PM,41.886137862,-87.662295115,"(41.886137862, -87.662295115)"
10770357,HZ535630,12/01/2016 09:32:00 AM,118XX S YALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0522,005,34,53,08B,1176738,1826470,2016,12/08/2016 03:55:45 PM,41.679173678,-87.628699756,"(41.679173678, -87.628699756)"
10770457,HZ535734,12/01/2016 09:34:00 AM,038XX W WASHINGTON BLVD,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,false,false,1122,011,28,26,15,1150728,1900142,2016,12/08/2016 03:55:45 PM,41.881885533,-87.721990741,"(41.881885533, -87.721990741)"
10770511,HZ535799,12/01/2016 09:35:00 AM,034XX W WILSON AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING",true,false,1723,017,33,14,04B,1152455,1930350,2016,12/08/2016 03:55:45 PM,41.964744922,-87.714849143,"(41.964744922, -87.714849143)"
10770620,HZ535996,12/01/2016 09:45:00 AM,001XX W 110TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0513,005,34,49,14,1177249,1832010,2016,12/08/2016 03:55:45 PM,41.694364782,-87.626662947,"(41.694364782, -87.626662947)"
10770304,HZ535647,12/01/2016 09:45:00 AM,054XX W GLADYS AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,1522,015,29,25,26,1140297,1897811,2016,12/08/2016 03:55:45 PM,41.875686483,-87.760350823,"(41.875686483, -87.760350823)"
10770467,HZ535652,12/01/2016 09:48:00 AM,069XX S HERMITAGE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0735,007,17,67,14,1165877,1858698,2016,12/08/2016 03:55:45 PM,41.767849189,-87.667543179,"(41.767849189, -87.667543179)"
10771317,HZ536772,12/01/2016 09:49:00 AM,036XX N CENTRAL AVE,0810,THEFT,OVER $500,ALLEY,false,false,1633,016,38,15,06,1138377,1923591,2016,12/08/2016 03:55:45 PM,41.946464767,-87.766775218,"(41.946464767, -87.766775218)"
10771699,HZ537198,12/01/2016 09:50:00 AM,081XX S KOLMAR AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0834,008,13,70,06,1147560,1850102,2016,12/08/2016 03:55:45 PM,41.744629727,-87.734903256,"(41.744629727, -87.734903256)"
10770393,HZ535674,12/01/2016 09:50:00 AM,032XX N LECLAIRE AVE,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING",true,false,1634,016,30,15,15,1141792,1921221,2016,12/08/2016 03:55:45 PM,41.939898633,-87.754281422,"(41.939898633, -87.754281422)"
10770331,HZ535628,12/01/2016 09:55:00 AM,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA GARAGE / OTHER PROPERTY,true,false,1832,018,42,8,11,1176223,1905805,2016,12/08/2016 03:55:45 PM,41.896888586,-87.628203192,"(41.896888586, -87.628203192)"
10778280,HZ544540,12/01/2016 10:00:00 AM,070XX S WOODLAWN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,0321,003,5,69,26,,,2016,12/09/2016 03:49:50 PM,,,
10771680,HZ537177,12/01/2016 10:00:00 AM,053XX S CARPENTER ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),false,false,0934,009,16,61,07,1170219,1869469,2016,12/08/2016 03:55:45 PM,41.797312749,-87.651314633,"(41.797312749, -87.651314633)"
10770559,HZ535862,12/01/2016 10:00:00 AM,045XX W 84TH PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,false,false,0834,008,18,70,07,1147535,1847958,2016,12/08/2016 03:55:45 PM,41.738746677,-87.735049478,"(41.738746677, -87.735049478)"
10770472,HZ535662,12/01/2016 10:00:00 AM,107XX S AVENUE B,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0432,004,10,52,08B,1204787,1834355,2016,12/08/2016 03:55:45 PM,41.700135447,-87.525760454,"(41.700135447, -87.525760454)"
10770428,HZ535661,12/01/2016 10:00:00 AM,041XX W WABANSIA AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,true,2534,025,30,23,04A,1148706,1910982,2016,12/08/2016 03:55:45 PM,41.911670916,-87.729135238,"(41.911670916, -87.729135238)"
10770292,HZ535663,12/01/2016 10:00:00 AM,018XX S RIDGEWAY AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,false,false,1014,010,24,29,11,1151662,1890660,2016,12/08/2016 03:55:45 PM,41.855847545,-87.718810337,"(41.855847545, -87.718810337)"
10770294,HZ535670,12/01/2016 10:15:00 AM,020XX W 19TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,1234,012,25,31,26,1163064,1890734,2016,12/08/2016 03:55:45 PM,41.855819054,-87.676957248,"(41.855819054, -87.676957248)"
10770382,HZ535681,12/01/2016 10:20:00 AM,071XX S EBERHART AVE,0460,BATTERY,SIMPLE,APARTMENT,true,false,0323,003,6,69,08B,1180811,1857820,2016,12/08/2016 03:55:45 PM,41.765109605,-87.612830582,"(41.765109605, -87.612830582)"
10770377,HZ535693,12/01/2016 10:20:00 AM,113XX S MICHIGAN AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,SIDEWALK,true,false,0531,005,9,49,18,1178812,1829979,2016,12/08/2016 03:55:45 PM,41.688756095,-87.621001903,"(41.688756095, -87.621001903)"
10771362,HZ536840,12/01/2016 10:30:00 AM,036XX N MILWAUKEE AVE,0810,THEFT,OVER $500,"SCHOOL, PUBLIC, BUILDING",false,false,1731,017,38,16,06,1146726,1923676,2016,12/08/2016 03:55:45 PM,41.946542477,-87.736084376,"(41.946542477, -87.736084376)"
10770427,HZ535797,12/01/2016 10:30:00 AM,010XX N PULASKI RD,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,1111,011,37,23,06,1149529,1906707,2016,12/08/2016 03:55:45 PM,41.899923944,-87.726222919,"(41.899923944, -87.726222919)"
10770510,HZ535705,12/01/2016 10:40:00 AM,001XX N KOSTNER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1114,011,28,26,08B,1147040,1900301,2016,12/08/2016 03:55:45 PM,41.88239314,-87.735529074,"(41.88239314, -87.735529074)"
10770474,HZ535699,12/01/2016 10:40:00 AM,058XX S GREEN ST,0810,THEFT,OVER $500,SIDEWALK,false,false,0712,007,16,68,06,1171643,1865937,2016,12/08/2016 03:55:45 PM,41.78758943,-87.646196172,"(41.78758943, -87.646196172)"
10770407,HZ535709,12/01/2016 10:40:00 AM,064XX W FULLERTON AVE,0810,THEFT,OVER $500,STREET,false,false,2512,025,36,19,06,1133084,1915250,2016,12/08/2016 03:55:45 PM,41.923670468,-87.786426561,"(41.923670468, -87.786426561)"
10771919,HZ536368,12/01/2016 10:45:00 AM,030XX W 19TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1022,010,24,30,07,1156455,1890559,2016,12/08/2016 03:55:45 PM,41.85547491,-87.701220312,"(41.85547491, -87.701220312)"
10770379,HZ535710,12/01/2016 10:55:00 AM,025XX W NORTH AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1423,014,26,24,06,1159025,1910548,2016,12/08/2016 03:55:45 PM,41.91027426,-87.69123823,"(41.91027426, -87.69123823)"
10774728,HZ541254,12/01/2016 11:00:00 AM,012XX E 71ST PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0324,003,5,69,11,1185745,1857855,2016,12/08/2016 03:55:45 PM,41.765090812,-87.594745123,"(41.765090812, -87.594745123)"
10774555,HZ540996,12/01/2016 11:00:00 AM,068XX S THROOP ST,0810,THEFT,OVER $500,STREET,false,false,0724,007,17,67,06,1168839,1859385,2016,12/08/2016 03:55:45 PM,41.769670974,-87.656666287,"(41.769670974, -87.656666287)"
10774126,HZ535724,12/01/2016 11:00:00 AM,064XX S HERMITAGE AVE,0330,ROBBERY,AGGRAVATED,SIDEWALK,false,false,0725,007,15,67,03,1165773,1862087,2016,12/08/2016 03:55:45 PM,41.77715126,-87.667828262,"(41.77715126, -87.667828262)"
10772885,HZ538830,12/01/2016 11:00:00 AM,077XX S LAFLIN ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,0612,006,17,71,06,1167457,1853423,2016,12/08/2016 03:55:45 PM,41.753340173,-87.66190267,"(41.753340173, -87.66190267)"
10771893,HZ536291,12/01/2016 11:00:00 AM,036XX W DOUGLAS BLVD,0820,THEFT,$500 AND UNDER,STREET,false,false,1011,010,24,29,06,1152452,1893217,2016,12/08/2016 03:55:45 PM,41.862848698,-87.715843128,"(41.862848698, -87.715843128)"
