ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10774894,HZ541401,12/01/2016 12:00:00 PM,090XX S ASHLAND AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,OTHER,false,false,2221,022,21,73,11,1167255,1844825,2016,12/08/2016 03:55:45 PM,41.729750347,-87.662888405,"(41.729750347, -87.662888405)"
10773585,HZ535790,12/01/2016 12:00:00 PM,022XX W ROSEMONT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2413,024,50,2,08B,1160021,1941783,2016,12/08/2016 03:55:45 PM,41.995964329,-87.686713555,"(41.995964329, -87.686713555)"
10773344,HZ539507,12/01/2016 12:00:00 PM,023XX W ST PAUL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1434,014,1,24,11,1160443,1911734,2016,12/08/2016 03:55:45 PM,41.913499486,-87.685996164,"(41.913499486, -87.685996164)"
10772599,HZ538505,12/01/2016 12:00:00 PM,067XX S NORMAL BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0722,007,6,68,11,1174106,1860364,2016,12/08/2016 03:55:45 PM,41.772242129,-87.637330812,"(41.772242129, -87.637330812)"
10771584,HZ537037,12/01/2016 12:00:00 PM,047XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0224,002,3,38,06,1177953,1873730,2016,12/08/2016 03:55:45 PM,41.808833439,-87.622824022,"(41.808833439, -87.622824022)"
10771540,HZ537021,12/01/2016 12:00:00 PM,031XX N CHRISTIANA AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1412,014,35,21,06,1153507,1920730,2016,12/08/2016 03:55:45 PM,41.938326071,-87.711237933,"(41.938326071, -87.711237933)"
10771344,HZ536825,12/01/2016 12:00:00 PM,023XX W 95TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,BANK,false,false,2221,022,19,72,11,1162565,1841589,2016,12/08/2016 03:55:45 PM,41.720969202,-87.680159235,"(41.720969202, -87.680159235)"
10771176,HZ536664,12/01/2016 12:00:00 PM,029XX W WARREN BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,1222,012,2,27,08B,1156795,1900213,2016,12/08/2016 03:55:45 PM,41.881959607,-87.699710794,"(41.881959607, -87.699710794)"
10771160,HZ535806,12/01/2016 12:00:00 PM,053XX W CHICAGO AVE,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SMALL RETAIL STORE,false,false,1524,015,37,25,03,1140775,1904819,2016,12/08/2016 03:55:45 PM,41.894908541,-87.758423377,"(41.894908541, -87.758423377)"
10770947,HZ536396,12/01/2016 12:00:00 PM,055XX S INDIANA AVE,0810,THEFT,OVER $500,APARTMENT,true,false,0231,002,20,40,06,1178546,1868168,2016,12/08/2016 03:55:45 PM,41.793557331,-87.620818144,"(41.793557331, -87.620818144)"
10770882,HZ536385,12/01/2016 12:00:00 PM,031XX N KNOX AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2521,025,31,19,06,1144811,1920567,2016,12/08/2016 03:55:45 PM,41.938047501,-87.743202076,"(41.938047501, -87.743202076)"
10770733,HZ536077,12/01/2016 12:00:00 PM,067XX S JEFFERY BLVD,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0332,003,5,43,05,1190704,1860712,2016,12/08/2016 03:55:45 PM,41.772812361,-87.576477067,"(41.772812361, -87.576477067)"
10770667,HZ535961,12/01/2016 12:00:00 PM,022XX S KEDZIE AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",false,false,1033,010,24,30,08B,1155375,1888926,2016,12/08/2016 03:55:45 PM,41.851015522,-87.705228282,"(41.851015522, -87.705228282)"
10770402,HZ535784,12/01/2016 12:00:00 PM,072XX N HAMILTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,false,false,2411,024,49,2,14,1160444,1948041,2016,12/08/2016 03:55:45 PM,42.013127694,-87.684983207,"(42.013127694, -87.684983207)"
10770841,HZ536355,12/01/2016 12:05:00 PM,057XX W HENDERSON ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,SIDEWALK,false,false,1633,016,38,15,14,1137416,1921691,2016,12/08/2016 03:55:45 PM,41.941268349,-87.770353479,"(41.941268349, -87.770353479)"
10770503,HZ535789,12/01/2016 12:05:00 PM,062XX S HAMLIN AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",true,false,0823,008,13,65,08A,1152108,1863143,2016,12/08/2016 03:55:45 PM,41.780328363,-87.717896689,"(41.780328363, -87.717896689)"
10770462,HZ535846,12/01/2016 12:10:00 PM,077XX S LOWE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,0621,006,17,71,26,1173308,1853574,2016,12/08/2016 03:55:45 PM,41.753627233,-87.640456521,"(41.753627233, -87.640456521)"
10772875,HZ538898,12/01/2016 12:20:00 PM,040XX N RAVENSWOOD AVE,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,false,false,1912,019,47,6,06,,,2016,12/08/2016 03:55:45 PM,,,
10771975,HZ537612,12/01/2016 12:30:00 PM,098XX S MUSKEGON AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0431,004,10,51,06,1196713,1840192,2016,12/08/2016 03:55:45 PM,41.716356678,-87.555130387,"(41.716356678, -87.555130387)"
10771513,HZ537015,12/01/2016 12:30:00 PM,002XX W MONROE ST,0810,THEFT,OVER $500,RESTAURANT,false,false,0122,001,2,32,06,1174585,1899875,2016,12/08/2016 03:55:45 PM,41.880653112,-87.634396649,"(41.880653112, -87.634396649)"
10770817,HZ536172,12/01/2016 12:30:00 PM,029XX W PERSHING RD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0921,009,14,58,14,1157448,1878631,2016,12/08/2016 03:55:45 PM,41.822722973,-87.697899421,"(41.822722973, -87.697899421)"
10770615,HZ535831,12/01/2016 12:30:00 PM,016XX S AVERS AVE,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,1014,010,24,29,08A,1151008,1891566,2016,12/08/2016 03:55:45 PM,41.858346536,-87.721187148,"(41.858346536, -87.721187148)"
10770521,HZ535872,12/01/2016 12:30:00 PM,023XX E 70TH PL,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0331,003,5,43,26,1192853,1858663,2016,12/08/2016 03:55:45 PM,41.767137587,-87.568666327,"(41.767137587, -87.568666327)"
10770475,HZ535814,12/01/2016 12:30:00 PM,077XX S COLES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0421,004,7,43,08B,1197052,1854260,2016,12/08/2016 03:55:45 PM,41.754951987,-87.553421914,"(41.754951987, -87.553421914)"
10770568,HZ535827,12/01/2016 12:31:00 PM,015XX S HARDING AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1014,010,24,29,11,1150299,1892179,2016,12/08/2016 03:55:45 PM,41.860042524,-87.723773675,"(41.860042524, -87.723773675)"
10771483,HZ535811,12/01/2016 12:35:00 PM,019XX W NORTH AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESTAURANT,false,false,1434,014,32,24,26,1162989,1910660,2016,12/08/2016 03:55:45 PM,41.910499243,-87.676672898,"(41.910499243, -87.676672898)"
10770515,HZ535821,12/01/2016 12:44:00 PM,044XX N PULASKI RD,0860,THEFT,RETAIL THEFT,OTHER,false,false,1722,017,39,14,06,1148928,1929226,2016,12/08/2016 03:55:45 PM,41.961729714,-87.7278463,"(41.961729714, -87.7278463)"
10770508,HZ535852,12/01/2016 12:44:00 PM,078XX S LAFLIN ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,0612,006,17,71,18,1167477,1852679,2016,12/08/2016 03:55:45 PM,41.751298106,-87.661850657,"(41.751298106, -87.661850657)"
10772746,HZ538658,12/01/2016 12:45:00 PM,027XX N LONG AVE,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",false,false,2514,025,31,19,06,1139908,1917674,2016,12/08/2016 03:55:45 PM,41.930200015,-87.761292788,"(41.930200015, -87.761292788)"
10770550,HZ535860,12/01/2016 12:45:00 PM,030XX W HARRISON ST,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",true,false,1134,011,28,27,08B,1156132,1897210,2016,12/08/2016 03:55:45 PM,41.873732481,-87.702226415,"(41.873732481, -87.702226415)"
10770519,HZ535851,12/01/2016 12:45:00 PM,032XX W ADAMS ST,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",true,false,1124,011,28,27,08B,1154752,1898890,2016,12/08/2016 03:55:45 PM,41.878370307,-87.707248137,"(41.878370307, -87.707248137)"
10770529,HZ535880,12/01/2016 12:51:00 PM,011XX N RIDGEWAY AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,true,false,1112,011,27,23,15,1151170,1907342,2016,12/08/2016 03:55:45 PM,41.901634422,-87.720178784,"(41.901634422, -87.720178784)"
10770421,HZ535810,12/01/2016 12:51:40 PM,062XX S RHODES AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,false,true,0313,003,20,42,20,1180975,1863734,2016,12/08/2016 03:55:45 PM,41.781334436,-87.612047681,"(41.781334436, -87.612047681)"
10771212,HZ535857,12/01/2016 12:55:00 PM,056XX S CALUMET AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VACANT LOT/LAND,false,true,0231,002,20,40,14,1179446,1867708,2016,12/08/2016 03:55:45 PM,41.792274532,-87.61753199,"(41.792274532, -87.61753199)"
10774473,HZ540717,12/01/2016 01:00:00 PM,013XX W 109TH PL,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,2234,022,34,75,05,1169302,1832151,2016,12/08/2016 03:55:45 PM,41.694926943,-87.655755013,"(41.694926943, -87.655755013)"
10772087,HZ536270,12/01/2016 01:00:00 PM,061XX W 64TH PL,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,false,true,0812,008,13,64,26,1136576,1861121,2016,12/08/2016 03:55:45 PM,41.775070559,-87.774888805,"(41.775070559, -87.774888805)"
10771694,HZ537159,12/01/2016 01:00:00 PM,059XX S SANGAMON ST,0890,THEFT,FROM BUILDING,VACANT LOT/LAND,false,false,0712,007,16,68,06,1170992,1865399,2016,12/08/2016 03:55:45 PM,41.786127349,-87.64859882,"(41.786127349, -87.64859882)"
10771152,HZ535901,12/01/2016 01:00:00 PM,029XX W ROSEMONT AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2413,024,50,2,08B,1155783,1941666,2016,12/08/2016 03:55:45 PM,41.995730033,-87.702306397,"(41.995730033, -87.702306397)"
10771150,HZ535867,12/01/2016 01:00:00 PM,063XX W ADDISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1633,016,36,17,08B,1133367,1923273,2016,12/08/2016 03:55:45 PM,41.945681536,-87.785198212,"(41.945681536, -87.785198212)"
10771009,HZ536541,12/01/2016 01:00:00 PM,0000X N STATE ST,0810,THEFT,OVER $500,DEPARTMENT STORE,false,false,0112,001,42,32,06,1176364,1900524,2016,12/08/2016 03:55:45 PM,41.882394062,-87.627844798,"(41.882394062, -87.627844798)"
10770835,HZ536196,12/01/2016 01:00:00 PM,020XX N CENTRAL PARK AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2525,025,26,22,08B,1152052,1913194,2016,12/08/2016 03:55:45 PM,41.917675506,-87.716784566,"(41.917675506, -87.716784566)"
10770756,HZ536222,12/01/2016 01:00:00 PM,027XX N SAWYER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1412,014,35,22,11,1154236,1918203,2016,12/08/2016 03:55:45 PM,41.931377243,-87.708626359,"(41.931377243, -87.708626359)"
10770692,HZ535874,12/01/2016 01:00:00 PM,069XX S MAPLEWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0832,008,18,66,14,1160572,1858553,2016,12/08/2016 03:55:45 PM,41.767562329,-87.686992503,"(41.767562329, -87.686992503)"
10770672,HZ536076,12/01/2016 01:00:00 PM,027XX W ESTES AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,2411,024,50,2,26,1156906,1946985,2016,12/08/2016 03:55:45 PM,42.010302788,-87.698030223,"(42.010302788, -87.698030223)"
10771214,HZ535879,12/01/2016 01:07:00 PM,041XX S COTTAGE GROVE AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,false,false,0214,002,4,38,14,1182286,1877892,2016,12/08/2016 03:55:45 PM,41.820154885,-87.606802583,"(41.820154885, -87.606802583)"
10770637,HZ535861,12/01/2016 01:08:00 PM,074XX S PERRY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,0731,007,6,69,14,1176683,1855624,2016,12/08/2016 03:55:45 PM,41.75917742,-87.628026821,"(41.75917742, -87.628026821)"
10773490,HZ535873,12/01/2016 01:10:00 PM,045XX S WOOD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0924,009,20,61,08B,1165108,1874640,2016,12/08/2016 03:55:45 PM,41.811612329,-87.669911007,"(41.811612329, -87.669911007)"
10776785,HZ543221,12/01/2016 01:12:00 PM,021XX W RANDOLPH ST,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,1223,012,2,28,06,,,2016,12/08/2016 03:55:45 PM,,,
10770575,HZ535871,12/01/2016 01:17:00 PM,001XX W ONTARIO ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,false,false,1832,018,42,8,07,1174926,1904451,2016,12/08/2016 03:55:45 PM,41.89320229,-87.63300741,"(41.89320229, -87.63300741)"
10770593,HZ535865,12/01/2016 01:20:00 PM,086XX S MICHIGAN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0632,006,6,44,05,1178659,1847787,2016,12/08/2016 03:55:45 PM,41.737627094,-87.621022688,"(41.737627094, -87.621022688)"
10774752,HZ541205,12/01/2016 01:25:00 PM,022XX N CLYBOURN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,1811,018,32,7,11,,,2016,12/08/2016 03:55:45 PM,,,
10770579,HZ535891,12/01/2016 01:29:00 PM,130XX S ELLIS AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,0533,005,9,54,08A,1185302,1818824,2016,12/08/2016 03:55:45 PM,41.65799551,-87.59759122,"(41.65799551, -87.59759122)"
10775886,HZ542319,12/01/2016 01:30:00 PM,052XX W CUYLER AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,1624,016,38,15,11,1140665,1926425,2016,12/08/2016 03:55:45 PM,41.95419972,-87.758295234,"(41.95419972, -87.758295234)"
10771701,HZ537219,12/01/2016 01:30:00 PM,062XX S CHAMPLAIN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,0313,003,20,42,11,1181641,1863783,2016,12/08/2016 03:55:45 PM,41.781453541,-87.60960449,"(41.781453541, -87.60960449)"
10770799,HZ536197,12/01/2016 01:30:00 PM,011XX N MONTICELLO AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1112,011,27,23,05,1151836,1907253,2016,12/08/2016 03:55:45 PM,41.901377109,-87.717734819,"(41.901377109, -87.717734819)"
10770592,HZ535908,12/01/2016 01:30:00 PM,004XX E 89TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0633,006,6,44,05,1180645,1846066,2016,12/08/2016 03:55:45 PM,41.732859129,-87.613799288,"(41.732859129, -87.613799288)"
10770700,HZ535928,12/01/2016 01:44:00 PM,075XX S COLFAX AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,0421,004,7,43,15,1194835,1855470,2016,12/08/2016 03:55:45 PM,41.758327181,-87.56150664,"(41.758327181, -87.56150664)"
10771102,HZ536537,12/01/2016 01:45:00 PM,002XX N OGDEN AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,1215,012,27,28,06,1166972,1901813,2016,12/08/2016 03:55:45 PM,41.886137862,-87.662295115,"(41.886137862, -87.662295115)"
10770670,HZ535921,12/01/2016 01:50:00 PM,029XX W WILCOX ST,0820,THEFT,$500 AND UNDER,APARTMENT,false,true,1124,011,2,27,06,1156741,1899212,2016,12/08/2016 03:55:45 PM,41.87921386,-87.69993621,"(41.87921386, -87.69993621)"
10770640,HZ535978,12/01/2016 01:50:00 PM,004XX N MICHIGAN AVE,1330,CRIMINAL TRESPASS,TO LAND,COMMERCIAL / BUSINESS OFFICE,true,false,1834,018,42,8,26,1177357,1903444,2016,12/08/2016 03:55:45 PM,41.890384236,-87.624109917,"(41.890384236, -87.624109917)"
10770560,HZ535917,12/01/2016 01:50:00 PM,011XX N HONORE ST,0810,THEFT,OVER $500,STREET,false,false,1212,012,1,24,06,1163862,1907504,2016,12/08/2016 03:55:45 PM,41.90182057,-87.673555006,"(41.90182057, -87.673555006)"
10770622,HZ535980,12/01/2016 01:53:00 PM,049XX S ARCHER AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,"SCHOOL, PUBLIC, BUILDING",true,false,0821,008,14,57,24,1150934,1871470,2016,12/08/2016 03:55:45 PM,41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
10770617,HZ535911,12/01/2016 01:55:00 PM,016XX S DRAKE AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1021,010,24,29,08B,1152973,1891617,2016,12/08/2016 03:55:45 PM,41.858447816,-87.713972952,"(41.858447816, -87.713972952)"
10776019,HZ542586,12/01/2016 02:00:00 PM,0000X E RANDOLPH ST,0460,BATTERY,SIMPLE,OTHER,false,false,0111,001,42,32,08B,1176853,1901294,2016,12/08/2016 03:55:45 PM,41.884495939,-87.626025902,"(41.884495939, -87.626025902)"
10771575,HZ537064,12/01/2016 02:00:00 PM,040XX N RAVENSWOOD AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,true,1912,019,47,6,26,1163643,1926897,2016,12/08/2016 03:55:45 PM,41.955040757,-87.673811504,"(41.955040757, -87.673811504)"
10771007,HZ536489,12/01/2016 02:00:00 PM,127XX S WENTWORTH AVE,031A,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,0523,005,9,53,03,1177256,1820656,2016,12/08/2016 03:55:45 PM,41.663207508,-87.626978114,"(41.663207508, -87.626978114)"
10770996,HZ535949,12/01/2016 02:00:00 PM,094XX S LOWE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2223,022,21,73,14,1173632,1842296,2016,12/08/2016 03:55:45 PM,41.722671743,-87.639602337,"(41.722671743, -87.639602337)"
10770771,HZ536113,12/01/2016 02:00:00 PM,029XX W 55TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,0923,009,14,63,08B,1157549,1868027,2016,12/08/2016 03:55:45 PM,41.793622157,-87.697816554,"(41.793622157, -87.697816554)"
10770597,HZ535960,12/01/2016 02:00:00 PM,107XX S PERRY AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0513,005,34,49,06,1177505,1833700,2016,12/08/2016 03:55:45 PM,41.698996618,-87.625674829,"(41.698996618, -87.625674829)"
10770584,HZ535922,12/01/2016 02:05:00 PM,051XX S LAFLIN ST,031A,ROBBERY,ARMED: HANDGUN,RESIDENCE-GARAGE,false,false,0934,009,16,61,03,1167208,1870579,2016,12/08/2016 03:55:45 PM,41.800423742,-87.662324598,"(41.800423742, -87.662324598)"
10770623,HZ535938,12/01/2016 02:14:00 PM,017XX E 91ST PL,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,0413,004,8,48,11,1189399,1844649,2016,12/08/2016 03:55:45 PM,41.728765441,-87.581775112,"(41.728765441, -87.581775112)"
10770616,HZ535931,12/01/2016 02:14:00 PM,026XX S LOWE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0914,009,11,60,08B,1172399,1886891,2016,12/08/2016 03:55:45 PM,41.845072623,-87.642806849,"(41.845072623, -87.642806849)"
10770600,HZ535933,12/01/2016 02:14:00 PM,002XX N KARLOV AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1114,011,28,26,18,1149027,1900886,2016,12/08/2016 03:55:45 PM,41.883960232,-87.728217573,"(41.883960232, -87.728217573)"
10770981,HZ536525,12/01/2016 02:15:00 PM,004XX W JACKSON BLVD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,false,false,0121,001,2,28,11,1173380,1898918,2016,12/08/2016 03:55:45 PM,41.878053886,-87.638849697,"(41.878053886, -87.638849697)"
10770978,HZ536505,12/01/2016 02:15:00 PM,004XX W JACKSON BLVD,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,0121,001,2,28,06,1173380,1898918,2016,12/08/2016 03:55:45 PM,41.878053886,-87.638849697,"(41.878053886, -87.638849697)"
10770630,HZ535913,12/01/2016 02:15:00 PM,045XX W HOMER ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,PARKING LOT/GARAGE(NON.RESID.),false,false,2533,025,31,20,11,1145865,1912577,2016,12/08/2016 03:55:45 PM,41.916102202,-87.739531729,"(41.916102202, -87.739531729)"
10770607,HZ535979,12/01/2016 02:15:00 PM,024XX W CHICAGO AVE,0810,THEFT,OVER $500,STREET,false,false,1212,012,1,24,06,1159970,1905255,2016,12/08/2016 03:55:45 PM,41.895730378,-87.687912959,"(41.895730378, -87.687912959)"
10770650,HZ535944,12/01/2016 02:18:00 PM,045XX S CHAMPLAIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,true,true,0221,002,4,38,08B,1181465,1875110,2016,12/08/2016 03:55:45 PM,41.812539872,-87.609900257,"(41.812539872, -87.609900257)"
10770676,HZ536098,12/01/2016 02:25:00 PM,047XX W CONGRESS PKWY,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1131,011,24,25,11,1144834,1897273,2016,12/08/2016 03:55:45 PM,41.874125824,-87.74370601,"(41.874125824, -87.74370601)"
10770903,HZ536161,12/01/2016 02:30:00 PM,053XX W LEXINGTON ST,0810,THEFT,OVER $500,STREET,false,false,1522,015,29,25,06,1141004,1896112,2016,12/08/2016 03:55:45 PM,41.871011224,-87.757796773,"(41.871011224, -87.757796773)"
10770864,HZ536060,12/01/2016 02:30:00 PM,026XX S LOWE AVE,0560,ASSAULT,SIMPLE,STREET,false,false,0914,009,11,60,08A,1172400,1886849,2016,12/08/2016 03:55:45 PM,41.84495735,-87.642804418,"(41.84495735, -87.642804418)"
10770855,HZ535994,12/01/2016 02:30:00 PM,070XX S PARNELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0732,007,6,68,08B,1173834,1858326,2016,12/08/2016 03:55:45 PM,41.766655655,-87.638388243,"(41.766655655, -87.638388243)"
10770776,HZ535936,12/01/2016 02:30:00 PM,004XX W DIVISION ST,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,false,false,1821,018,27,8,06,1173175,1908290,2016,12/08/2016 03:55:45 PM,41.903775756,-87.639324074,"(41.903775756, -87.639324074)"
10770718,HZ535995,12/01/2016 02:30:00 PM,045XX N ST LOUIS AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,false,true,1723,017,33,14,06,1152235,1929998,2016,12/08/2016 03:55:45 PM,41.963783366,-87.715667359,"(41.963783366, -87.715667359)"
10770598,HZ535965,12/01/2016 02:33:00 PM,025XX W ADDISON ST,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",false,false,1921,019,47,5,06,1158854,1923830,2016,12/08/2016 03:55:45 PM,41.946724511,-87.691501175,"(41.946724511, -87.691501175)"
10770595,HZ535955,12/01/2016 02:35:00 PM,050XX W MADISON ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,true,false,1533,015,28,25,18,1142694,1899551,2016,12/08/2016 03:55:45 PM,41.880417013,-87.751506503,"(41.880417013, -87.751506503)"
10770812,HZ535964,12/01/2016 02:40:00 PM,040XX W MONROE ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1115,011,28,26,03,1149472,1899354,2016,12/08/2016 03:55:45 PM,41.879747632,-87.726623245,"(41.879747632, -87.726623245)"
10770648,HZ536052,12/01/2016 02:43:00 PM,0000X E GRAND AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,false,false,1834,018,42,8,11,1176796,1903917,2016,12/08/2016 03:55:45 PM,41.891694878,-87.626155832,"(41.891694878, -87.626155832)"
10773226,HZ536152,12/01/2016 02:45:00 PM,017XX E 84TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0412,004,8,45,14,1189279,1849628,2016,12/08/2016 03:55:45 PM,41.742431183,-87.58205548,"(41.742431183, -87.58205548)"
10772836,HZ538921,12/01/2016 02:45:00 PM,019XX W CORTLAND ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,1434,014,32,22,06,1162945,1912648,2016,12/08/2016 03:55:45 PM,41.915955378,-87.676778631,"(41.915955378, -87.676778631)"
10770854,HZ536389,12/01/2016 02:45:00 PM,016XX W HARRISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1231,012,2,28,14,1165430,1897441,2016,12/08/2016 03:55:45 PM,41.874173691,-87.668082118,"(41.874173691, -87.668082118)"
10770678,HZ535981,12/01/2016 02:45:00 PM,036XX N KIMBALL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1733,017,35,16,08B,1153074,1924032,2016,12/08/2016 03:55:45 PM,41.947395617,-87.712741452,"(41.947395617, -87.712741452)"
10770713,HZ536027,12/01/2016 02:52:00 PM,079XX S EXCHANGE AVE,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,PARKING LOT/GARAGE(NON.RESID.),true,false,0422,004,7,46,26,1197209,1852967,2016,12/08/2016 03:55:45 PM,41.751399995,-87.55288955,"(41.751399995, -87.55288955)"
10770716,HZ536067,12/01/2016 02:54:00 PM,107XX S GREEN BAY AVE,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,true,false,0432,004,10,52,26,1200532,1834266,2016,12/08/2016 03:55:45 PM,41.699999653,-87.541343164,"(41.699999653, -87.541343164)"
10770712,HZ536042,12/01/2016 02:57:00 PM,085XX S COTTAGE GROVE AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,0632,006,8,44,06,1183051,1848568,2016,12/08/2016 03:55:45 PM,41.739669366,-87.604907509,"(41.739669366, -87.604907509)"
